namespace,key,zh-TW,zh-CN,en,ja,ko,th,vi,id,ms,tl,es,pt,fr,de,it,ru,ar,hi,bn,tr,pl,uk,nl,sv,no,da,fi,cs,el,he,fa,ur,sw,ro
menu,buttonVip,💎 升級 VIP,💎 升级 VIP,💎 Upgrade to VIP,,,,,,,,,,,,,,💎 الترقية إلى VIP,,,,,,,,,,,,,,,,,
menu,greeting,👋 嗨，{nickname}！,👋 嗨，{nickname}！,"👋 Hi, {nickname}!",,,,,,,,,,,,,,👋 مرحبًا، {nickname}!,,,,,,,,,,,,,,,,,
menu,invite.errorFetchingCode,⚠️ 無法獲取邀請碼,⚠️ 无法获取邀请码,⚠️ Unable to retrieve invitation code,,,,,,,,,,,,,,⚠️ غير قادر على استرجاع رمز الدعوة,,,,,,,,,,,,,,,,,
menu,inviteCodeLabel,📋 你的邀請碼：`{code}`,📋 你的邀请码：`{code}`,📋 Your invitation code: `{code}`,,,,,,,,,,,,,,📋 رمز الدعوة الخاص بك: `{code}`,,,,,,,,,,,,,,,,,
menu,inviteInstructions,💡 點擊下方按鈕分享給好友：,💡 点击下方按钮分享给好友：,💡 Click the button below to share with friends:,,,,,,,,,,,,,,💡 اضغط على الزر أدناه لمشاركة مع الأصدقاء:,,,,,,,,,,,,,,,,,
menu,inviteStep1,• 好友使用你的邀請碼註冊,• 好友使用你的邀请码注册,• Friends register using your invitation code,,,,,,,,,,,,,,• يسجل الأصدقاء باستخدام رمز الدعوة الخاص بك,,,,,,,,,,,,,,,,,
menu,inviteStep2,• 好友丟出第一個瓶子後激活,• 好友丢出第一个瓶子后激活,• Friends activate after throwing their first bottle,,,,,,,,,,,,,,• يقوم الأصدقاء بالتفعيل بعد إلقاء زجاجتهم الأولى,,,,,,,,,,,,,,,,,
menu,inviteStep3,• 你們都獲得每日配額 +1,• 你们都获得每日配额 +1,• Both of you receive +1 daily quota,,,,,,,,,,,,,,• ستحصلان على حصة يومية +1,,,,,,,,,,,,,,,,,
menu,inviteTitle,🎁 **邀請好友**,🎁 **邀请好友**,🎁 **Invite Friends**,,,,,,,,,,,,,,🎁 **دعوة الأصدقاء**,,,,,,,,,,,,,,,,,
menu,inviteViewStats,📊 查看邀請統計：/profile,📊 查看邀请统计：/profile,📊 View Invitation Statistics: /profile,,,,,,,,,,,,,,📊 عرض إحصائيات الدعوات: /profile,,,,,,,,,,,,,,,,,
menu,levelFree,免費會員,免费会员,Free Member,,,,,,,,,,,,,,عضو مجاني,,,,,,,,,,,,,,,,,
menu,levelVip,VIP 會員 💎,VIP 会员 💎,VIP Member 💎,,,,,,,,,,,,,,عضو VIP 💎,,,,,,,,,,,,,,,,,
menu,loading,✅ 正在加載...,✅ 正在加载...,✅ Loading...,,,,,,,,,,,,,,✅ جارٍ التحميل...,,,,,,,,,,,,,,,,,
menu,mbtiLabel,• MBTI：{mbti},• MBTI：{mbti},• MBTI: {mbti},,,,,,,,,,,,,,• MBTI: {mbti},,,,,,,,,,,,,,,,,
menu,nextTask,"🎯 **下一個任務**
⏳ {taskName} (+{reward} 瓶子)
💡 {description}","🎯 **下一个任务**
⏳ {taskName} (+{reward} 瓶子)
💡 {description}","🎯 **Next Task**
⏳ {taskName} (+{reward} Drift Bottles)
💡 {description}",,,,,,,,,,,,,,"🎯 **المهمة التالية**
⏳ {taskName} (+{reward} زجاجة الرسائل)
💡 {description}",,,,,,,,,,,,,,,,,
menu,notRegistered,"⚠️ 請先完成註冊流程。

使用 /start 繼續註冊。","⚠️ 请先完成注册流程。

使用 /start 继续注册。","⚠️ Please complete the registration process first.

Use /start to continue registration.",,,,,,,,,,,,,,"⚠️ يرجى إكمال عملية التسجيل أولاً.

استخدم /start لمتابعة التسجيل.",,,,,,,,,,,,,,,,,
menu,notSet,未設定,未设定,Not Set,,,,,,,,,,,,,,غير محدد,,,,,,,,,,,,,,,,,
menu,selectFeature,💡 選擇你想要的功能：,💡 选择你想要的功能：,💡 Choose the feature you want:,,,,,,,,,,,,,,💡 اختر الميزات التي ترغب بها:,,,,,,,,,,,,,,,,,
menu,systemError,❌ 系統發生錯誤，請稍後再試。,❌ 系统发生错误，请稍后再试。,"❌ A system error occurred, please try again later.",,,,,,,,,,,,,,❌ حدث خطأ، يرجى المحاولة لاحقاً.,,,,,,,,,,,,,,,,,
menu,title,🏠 **主選單**,🏠 **主选单**,🏠 **Main Menu**,,,,,,,,,,,,,,🏠 **القائمة الرئيسية**,,,,,,,,,,,,,,,,,
menu,unknownOption,⚠️ 未知的選項,⚠️ 未知的选项,⚠️ Unknown option,,,,,,,,,,,,,,⚠️ خيار غير معروف,,,,,,,,,,,,,,,,,
menu,userNotFound,⚠️ 用戶不存在，請先使用 /start 註冊。,⚠️ 用户不存在，请先使用 /start 注册。,"⚠️ User does not exist, please use /start to register first.",,,,,,,,,,,,,,⚠️ المستخدم غير موجود، يرجى استخدام /start للتسجيل أولاً.,,,,,,,,,,,,,,,,,
menu,yourStatus,📊 你的狀態：,📊 你的状态：,📊 Your Status:,,,,,,,,,,,,,,📊 حالتك:,,,,,,,,,,,,,,,,,
menu,zodiacLabel,• 星座：{zodiac},• 星座：{zodiac},• Zodiac: {zodiac},,,,,,,,,,,,,,• برجك: {zodiac},,,,,,,,,,,,,,,,,
nicknameCallback,customNicknamePrompt,✏️ 請輸入你的暱稱：,✏️ 请输入你的昵称：,✏️ Please enter your nickname:,,,,,,,,,,,,,,✏️ يرجى إدخال لقبك:,,,,,,,,,,,,,,,,,
nicknameCallback,customNicknameWarning,⚠️ 注意：,⚠️ 注意：,⚠️ Note:,,,,,,,,,,,,,,⚠️ انتباه:,,,,,,,,,,,,,,,,,
nicknameCallback,customNicknameWarning1,• 暱稱長度限制 36 個字,• 昵称长度限制 36 个字,• Nickname length limit is 36 characters,,,,,,,,,,,,,,• الحد الأقصى لطول اللقب هو 36 حرفًا,,,,,,,,,,,,,,,,,
nicknameCallback,customNicknameWarning2,• 對方最多顯示 18 個字,• 对方最多显示 18 个字,• The other party can display a maximum of 18 characters,,,,,,,,,,,,,,• يمكن للطرف الآخر عرض ما يصل إلى 18 حرفًا,,,,,,,,,,,,,,,,,
nicknameCallback,customNicknameWarning3,• 請勿使用暱稱發送廣告,• 请勿使用昵称发送广告,• Please do not use nicknames to send ads,,,,,,,,,,,,,,• يرجى عدم استخدام الألقاب ل发送الإعلانات,,,,,,,,,,,,,,,,,
nicknameCallback,errorCannotGetTelegramNickname,❌ 無法獲取 Telegram 暱稱,❌ 无法获取 Telegram 昵称,❌ Unable to fetch Telegram nickname,,,,,,,,,,,,,,❌ غير قادر على استرداد لقب تيليجرام,,,,,,,,,,,,,,,,,
nicknameCallback,errorGeneric,❌ 發生錯誤,❌ 发生错误,❌ An error occurred,,,,,,,,,,,,,,❌ حدث خطأ,,,,,,,,,,,,,,,,,
nicknameCallback,errorUserNotFound,❌ 用戶不存在,❌ 用户不存在,❌ User does not exist,,,,,,,,,,,,,,❌ المستخدم غير موجود,,,,,,,,,,,,,,,,,
nicknameCallback,genderWarning,⚠️ 注意：性別設定後無法修改，請謹慎選擇！,⚠️ 注意：性别设定后无法修改，请谨慎选择！,"⚠️ Note: Gender settings cannot be modified after selection, please choose carefully!",,,,,,,,,,,,,,⚠️ ملاحظة: لا يمكن تعديل إعداد الجنس بعد الاختيار، يرجى الاختيار بعناية!,,,,,,,,,,,,,,,,,
nicknameCallback,nicknameSaved,✅ 暱稱已設定,✅ 昵称已设定,✅ Nickname has been set,,,,,,,,,,,,,,✅ تم تعيين اللقب,,,,,,,,,,,,,,,,,
nicknameCallback,nicknameSet,很好！你的暱稱是：{nickname},很好！你的昵称是：{nickname},Great! Your nickname is: {nickname},,,,,,,,,,,,,,رائع! لقبك هو: {nickname},,,,,,,,,,,,,,,,,
nicknameCallback,selectGender,現在請選擇你的性別：,现在请选择你的性别：,Now please select your gender:,,,,,,,,,,,,,,الآن يرجى اختيار جنسك:,,,,,,,,,,,,,,,,,
officialAd,allAdsWatched,✅ 你已經看過所有官方廣告了！,✅ 你已经看过所有官方广告了！,✅ You have seen all official ads!,,,,,,,,,,,,,,✅ لقد قمت بمشاهدة جميع الإعلانات الرسمية!,,,,,,,,,,,,,,,,,
officialAd,claim.adNotFound,❌ 廣告不存在,❌ 广告不存在,❌ Ad does not exist,,,,,,,,,,,,,,❌ الإعلان غير موجود,,,,,,,,,,,,,,,,,
officialAd,claim.allAdsWatchedHint,✅ 你已經看過所有官方廣告了,✅ 你已经看过所有官方广告了,✅ You have seen all official ads,,,,,,,,,,,,,,✅ لقد رأيت بالفعل جميع الإعلانات الرسمية,,,,,,,,,,,,,,,,,
officialAd,claim.error,❌ 發生錯誤，請稍後再試,❌ 发生错误，请稍后再试,"❌ An error occurred, please try again later",,,,,,,,,,,,,,❌ حدث خطأ، يرجى المحاولة مرة أخرى لاحقًا,,,,,,,,,,,,,,,,,
officialAd,claim.moreAdsHint,💡 還有更多官方廣告可以觀看！,💡 还有更多官方广告可以观看！,💡 There are more official ads available to watch!,,,,,,,,,,,,,,💡 هناك المزيد من الإعلانات الرسمية للاطلاع عليها!,,,,,,,,,,,,,,,,,
officialAd,claim.noUser,❌ 用戶不存在,❌ 用户不存在,❌ User does not exist,,,,,,,,,,,,,,❌ المستخدم غير موجود,,,,,,,,,,,,,,,,,
officialAd,claim.notEligible,❌ 無法領取此廣告,❌ 无法领取此广告,❌ Unable to claim this ad,,,,,,,,,,,,,,❌ غير قادر على المطالبة بهذا الإعلان,,,,,,,,,,,,,,,,,
officialAd,claim.quotaBase,• 基礎額度：{base},• 基础额度：{base},• Base quota: {base},,,,,,,,,,,,,,• الحصة الأساسية: {base},,,,,,,,,,,,,,,,,
officialAd,claim.quotaPermanent,• 永久額度：+{amount},• 永久额度：+{amount},• Permanent quota: +{amount},,,,,,,,,,,,,,• الحصة الدائمة: +{amount},,,,,,,,,,,,,,,,,
officialAd,claim.quotaStats,📊 **你的額度：**,📊 **你的额度：**,📊 **Your quota:**,,,,,,,,,,,,,,📊 **حصتك:**,,,,,,,,,,,,,,,,,
officialAd,claim.successNote,💎 這些額度不會過期，可以永久使用！,💎 这些额度不会过期，可以永久使用！,💎 These quotas do not expire and can be used permanently!,,,,,,,,,,,,,,💎 هذه الحصص لا تنتهي ويمكن استخدامها بشكل دائم!,,,,,,,,,,,,,,,,,
officialAd,claim.successReward,✅ 獲得 **+{amount} 個永久額度**,✅ 获得 **+{amount} 个永久额度**,✅ Earned **+{amount} permanent quota**,,,,,,,,,,,,,,✅ تم الحصول على **+{amount} حصص دائمة**,,,,,,,,,,,,,,,,,
officialAd,claim.successTitle,🎉 **獎勵領取成功！**,🎉 **奖励领取成功！ **,🎉 **Reward claimed successfully!**,,,,,,,,,,,,,,🎉 **تم المطالبة بالمكافأة بنجاح!**,,,,,,,,,,,,,,,,,
officialAd,claim.toastSuccess,✅ 獲得 +{amount} 個永久額度！,✅ 获得 +{amount} 个永久额度！,✅ You have received +{amount} permanent quota!,,,,,,,,,,,,,,✅ تم استلام +{amount} من الائتمانات الدائمة!,,,,,,,,,,,,,,,,,
officialAd,stats.adNotFound,❌ 廣告不存在,❌ 广告不存在,❌ Advertisement does not exist,,,,,,,,,,,,,,❌ الإعلان غير موجود,,,,,,,,,,,,,,,,,
officialAd,stats.entry,"**{title}** (ID: {id})
• 展示：{views} | 點擊：{clicks} ({ctr}%)
• 獎勵：{rewards}
","**{title}** (ID: {id})
• 展示：{views} | 点击：{clicks} ({ctr}%)
• 奖励：{rewards}","**{title}** (ID: {id})
• Impressions: {views} | Clicks: {clicks} ({ctr}%)
• Rewards: {rewards}",,,,,,,,,,,,,,"**{title}** (ID: {id})
• المشاهدات: {views} | النقرات: {clicks} ({ctr}%)
• المكافآت: {rewards}",,,,,,,,,,,,,,,,,
officialAd,stats.error,❌ 獲取統計數據失敗,❌ 获取统计数据失败,❌ Failed to retrieve statistics,,,,,,,,,,,,,,❌ فشل في استرداد الإحصائيات,,,,,,,,,,,,,,,,,
officialAd,stats.hint,💡 使用 /ad_stats {id} 查看詳細統計,💡 使用 /ad_stats {id} 查看详细统计,💡 Use /ad_stats {id} to view detailed statistics,,,,,,,,,,,,,,💡 استخدم /ad_stats {id} لعرض الإحصائيات التفصيلية,,,,,,,,,,,,,,,,,
officialAd,stats.noAds,📊 暫無官方廣告,📊 暂无官方广告,📊 No official advertisements available,,,,,,,,,,,,,,📊 لا توجد إعلانات رسمية متاحة,,,,,,,,,,,,,,,,,
officialAd,stats.noPermission,❌ 你沒有權限查看廣告統計,❌ 你没有权限查看广告统计,❌ You do not have permission to view advertisement statistics,,,,,,,,,,,,,,❌ ليس لديك الإذن لعرض إحصائيات الإعلانات,,,,,,,,,,,,,,,,,
officialAd,stats.title,📊 **官方廣告統計**,📊 **官方广告统计**,📊 **Official Advertisement Statistics**,,,,,,,,,,,,,,📊 **إحصائيات الإعلان الرسمية**,,,,,,,,,,,,,,,,,
officialAd,verify.adNotFound,❌ 廣告不存在,❌ 广告不存在,❌ Advertisement does not exist,,,,,,,,,,,,,,❌ الإعلان غير موجود,,,,,,,,,,,,,,,,,
officialAd,verify.benefitChat,• 與其他用戶交流,• 与其他用户交流,• Communicate with other users,,,,,,,,,,,,,,• التواصل مع مستخدمين آخرين,,,,,,,,,,,,,,,,,
officialAd,verify.benefitEvents,• 參與活動獲得更多獎勵,• 参与活动获得更多奖励,• Participate in activities to earn more rewards,,,,,,,,,,,,,,• المشاركة في الفعاليات لكسب المزيد من المكافآت,,,,,,,,,,,,,,,,,
officialAd,verify.benefitUpdate,• 獲得最新功能更新,• 获得最新功能更新,• Get the latest feature updates,,,,,,,,,,,,,,• الحصول على أحدث تحديثات الميزات,,,,,,,,,,,,,,,,,
officialAd,verify.communityBenefits,💡 在社群中你可以：,💡 在社群中你可以：,"💡 In the community, you can:",,,,,,,,,,,,,,💡 في المجتمع، يمكنك:,,,,,,,,,,,,,,,,,
officialAd,verify.error,❌ 發生錯誤，請稍後再試,❌ 发生错误，请稍后再试,"❌ An error occurred, please try again later",,,,,,,,,,,,,,❌ حدث خطأ، يرجى المحاولة مرة أخرى لاحقًا,,,,,,,,,,,,,,,,,
officialAd,verify.noUser,❌ 用戶不存在,❌ 用户不存在,❌ User does not exist,,,,,,,,,,,,,,❌ المستخدم غير موجود,,,,,,,,,,,,,,,,,
officialAd,verify.noVerifyNeeded,❌ 此廣告不需要驗證,❌ 此广告不需要验证,❌ This advertisement does not require verification,,,,,,,,,,,,,,❌ هذا الإعلان لا يتطلب التحقق,,,,,,,,,,,,,,,,,
officialAd,verify.successCommunity,💎 感謝你加入我們的社群！,💎 感谢你加入我们的社群！,💎 Thank you for joining our community!,,,,,,,,,,,,,,💎 شكرًا لانضمامك إلى مجتمعنا!,,,,,,,,,,,,,,,,,
officialAd,verify.successReward,✅ 獲得 **+{amount} 個永久額度**,✅ 获得 **+{amount} 个永久额度**,✅ You have received **+{amount} permanent quota**,,,,,,,,,,,,,,✅ تم استلام **+{amount} من الائتمانات الدائمة**,,,,,,,,,,,,,,,,,
officialAd,verify.successTitle,🎉 **驗證成功！**,🎉 **验证成功！ **,🎉 **Verification successful!**,,,,,,,,,,,,,,🎉 **تم التحقق بنجاح!**,,,,,,,,,,,,,,,,,
officialAd,verify.toastSuccess,✅ 驗證成功！獲得 +{amount} 個永久額度！,✅ 验证成功！获得 +{amount} 个永久额度！,✅ Verification successful! You have received +{amount} permanent quota!,,,,,,,,,,,,,,✅ التحقق ناجح! لقد حصلت على حصة دائمة قدرها +{amount}!,,,,,,,,,,,,,,,,,
officialAd,view.allAdsWatched,✅ 你已經看過所有官方廣告了！,✅ 你已经看过所有官方广告了！,✅ You have seen all official advertisements!,,,,,,,,,,,,,,✅ لقد شاهدت جميع الإعلانات الرسمية!,,,,,,,,,,,,,,,,,
officialAd,view.buttonClaim,✅ 領取獎勵,✅ 领取奖励,✅ Claim reward,,,,,,,,,,,,,,✅ استClaim المكافأة,,,,,,,,,,,,,,,,,
officialAd,view.buttonClose,❌ 關閉,❌ 关闭,❌ Close,,,,,,,,,,,,,,❌ إغلاق,,,,,,,,,,,,,,,,,
officialAd,view.buttonNext,➡️ 下一個廣告,➡️ 下一个广告,➡️ Next advertisement,,,,,,,,,,,,,,➡️ الإعلان التالي,,,,,,,,,,,,,,,,,
officialAd,view.error,❌ 發生錯誤，請稍後再試,❌ 发生错误，请稍后再试,"❌ An error occurred, please try again later",,,,,,,,,,,,,,❌ حدث خطأ، يرجى المحاولة مرة أخرى لاحقًا,,,,,,,,,,,,,,,,,
officialAd,view.noAdsAvailable,❌ 暫無可用的廣告,❌ 暂无可用的广告,❌ No available advertisements,,,,,,,,,,,,,,❌ لا توجد إعلانات متاحة,,,,,,,,,,,,,,,,,
officialAd,view.noUser,❌ 用戶不存在,❌ 用户不存在,❌ User does not exist,,,,,,,,,,,,,,❌ المستخدم غير موجود,,,,,,,,,,,,,,,,,
onboarding,antiFraudComplete,✅ 反詐騙測驗通過！,✅ 反诈骗测验通过！,✅ Anti-fraud test passed!,,,,,,,,,,,,,,✅ اجتازت اختبار مكافحة الاحتيال!,,,,,,,,,,,,,,,,,
onboarding,askAntiFraud,"最後一步：反詐騙測驗

為了保護所有使用者的安全，我們需要確認你了解基本的網路安全知識。

準備好了嗎？","最后一步：反诈骗测验

为了保护所有使用者的安全，我们需要确认你了解基本的网路安全知识。

准备好了吗？","Last step: Anti-fraud test

To ensure the safety of all users, we need to confirm that you understand basic internet security knowledge.

Are you ready?",,,,,,,,,,,,,,"الخطوة الأخيرة: اختبار مكافحة الاحتيال

لضمان سلامة جميع المستخدمين، نحتاج إلى التأكد من أنك تفهم أساسيات الأمان عبر الإنترنت.

هل أنت مستعد؟",,,,,,,,,,,,,,,,,
onboarding,askBirthday,"請輸入你的生日（格式：YYYY-MM-DD）：

例如：1995-06-15

⚠️ 注意：
• 生日設定後無法修改
• 必須年滿 18 歲才能使用本服務","请输入你的生日（格式：YYYY-MM-DD）：

例如：1995-06-15

⚠️ 注意：
• 生日设定后无法修改
• 必须年满 18 岁才能使用本服务","Please enter your birthday (format: YYYY-MM-DD):

For example: 1995-06-15

⚠️ Note:
• Birthday cannot be modified once set
• You must be at least 18 years old to use this service",,,,,,,,,,,,,,"يرجى إدخال تاريخ ميلادك (بالصيغة: YYYY-MM-DD):

على سبيل المثال: 1995-06-15

⚠️ ملاحظة:
• لا يمكن تعديل تاريخ الميلاد بعد الإعداد
• يجب أن تكون على الأقل 18 عامًا لاستخدام هذه الخدمة",,,,,,,,,,,,,,,,,
onboarding,askGender,"請選擇你的性別：

⚠️ 注意：性別設定後無法修改，請謹慎選擇！","请选择你的性别：

⚠️ 注意：性别设定后无法修改，请谨慎选择！","Please select your gender:

⚠️ Note: Gender cannot be modified once set, please choose carefully!",,,,,,,,,,,,,,"يرجى اختيار جنسك:

⚠️ ملاحظة: لا يمكن تعديل الجنس بعد الإعداد، يرجى الاختيار بعناية!",,,,,,,,,,,,,,,,,
onboarding,askMBTI,"現在讓我們進行 MBTI 性格測驗！

這將幫助我們為你找到更合適的聊天對象～

準備好了嗎？","现在让我们进行 MBTI 性格测验！

这将帮助我们为你找到更合适的聊天对象～

准备好了吗？","Now let's take the MBTI personality test!

This will help us find a more suitable chat partner for you～

Are you ready?",,,,,,,,,,,,,,"الآن دعنا نجري اختبار شخصية MBTI!

سيساعدنا ذلك في العثور على شريك دردشة أكثر ملاءمة لك～

هل أنت مستعد؟",,,,,,,,,,,,,,,,,
onboarding,askNickname,"首先，你希望別人怎麼稱呼你？

請輸入你的暱稱（顯示名稱）：","首先，你希望别人怎么称呼你？

请输入你的昵称（显示名称）：","First, what would you like others to call you?

Please enter your nickname (display name):",,,,,,,,,,,,,,"أولاً، ماذا تود أن يسميك الآخرون؟

يرجى إدخال اسم مستعار (اسم العرض):",,,,,,,,,,,,,,,,,
onboarding,askTerms,"在開始使用前，請閱讀並同意我們的服務條款：

📋 隱私權政策
📋 使用者條款

點擊下方按鈕表示你已閱讀並同意上述條款。","在开始使用前，请阅读并同意我们的服务条款：

📋 隐私权政策
📋 使用者条款

点击下方按钮表示你已阅读并同意上述条款。","Before starting to use, please read and agree to our terms of service:

📋 Privacy Policy
📋 User Terms

Click the button below to indicate that you have read and agree to the above terms.",,,,,,,,,,,,,,"قبل البدء، يرجى قراءة والموافقة على شروط الخدمة الخاصة بنا:

📋 سياسة الخصوصية
📋 شروط المستخدم

انقر على الزر أدناه للإشارة إلى أنك قد قرأت ووافقت على الشروط المذكورة أعلاه.",,,,,,,,,,,,,,,,,
onboarding,birthdayFormat,"❌ 生日格式錯誤，請使用 YYYY-MM-DD 格式

例如：1995-06-15","❌ 生日格式错误，请使用 YYYY-MM-DD 格式

例如：1995-06-15","❌ Birthday format error, please use YYYY-MM-DD format

For example: 1995-06-15",,,,,,,,,,,,,,"❌ تنسيق تاريخ الميلاد غير صحيح، يرجى استخدام صيغة YYYY-MM-DD

على سبيل المثال: 1995-06-15",,,,,,,,,,,,,,,,,
onboarding,birthdayWarning,"⚠️ 再次確認：生日設定後將**永遠不能修改**！

你輸入的生日是：{birthday}

請確認：","⚠️ 再次确认：生日设定后将**永远不能修改**！

你输入的生日是：{birthday}

请确认：","⚠️ Please confirm: The birthday set **cannot be modified** forever!

Your entered birthday is: {birthday}

Please confirm:",,,,,,,,,,,,,,"⚠️ تأكيد آخر: إعداد تاريخ الميلاد سيكون **غير قابل للتعديل أبدًا**!

تاريخ الميلاد الذي أدخلته هو: {birthday}

يرجى التأكيد:",,,,,,,,,,,,,,,,,
onboarding,buttonCatch,🎣 撿起漂流瓶,🎣 捡起漂流瓶,🎣 Pick up Drift Bottle,,,,,,,,,,,,,,🎣 التقاط زجاجة الرسائل,,,,,,,,,,,,,,,,,
onboarding,buttonProfile,👤 個人資料,👤 个人资料,👤 Profile,,,,,,,,,,,,,,👤 الملف الشخصي,,,,,,,,,,,,,,,,,
onboarding,buttonStats,📊 統計,📊 统计,📊 Statistics,,,,,,,,,,,,,,📊 الإحصائيات,,,,,,,,,,,,,,,,,
onboarding,buttonThrow,🌊 丟出漂流瓶,🌊 丢出漂流瓶,🌊 Throw Drift Bottle,,,,,,,,,,,,,,🌊 ألق زجاجة الرسائل,,,,,,,,,,,,,,,,,
onboarding,genderWarning,"⚠️ 再次確認：性別設定後將**永遠不能修改**！

你輸入的性別是：{gender}

請確認：","⚠️ 再次确认：性别设定后将**永远不能修改**！

你输入的性别是：{gender}

请确认：","⚠️ Please confirm: The gender setting cannot be **modified once set**!

Your entered gender is: {gender}

Please confirm:",,,,,,,,,,,,,,"⚠️ يرجى التأكيد: إعداد الجنس **لن يكون قابلاً للتعديل أبداً**!

الجنس الذي أدخلته هو: {gender}

يرجى التأكيد:",,,,,,,,,,,,,,,,,
onboarding,langBack,⬅️ 返回 / Back,⬅️ 返回 / Back,⬅️ Back,,,,,,,,,,,,,,⬅️ العودة,,,,,,,,,,,,,,,,,
onboarding,langError,❌ 發生錯誤,❌ 发生错误,❌ An error occurred,,,,,,,,,,,,,,❌ حدث خطأ,,,,,,,,,,,,,,,,,
onboarding,langErrorRestart,❌ 發生錯誤，請重新開始：/start,❌ 发生错误，请重新开始：/start,"❌ An error occurred, please restart: /start",,,,,,,,,,,,,,❌ حدث خطأ، يرجى إعادة التشغيل: /start,,,,,,,,,,,,,,,,,
onboarding,langInvalidCode,❌ 無效的語言代碼,❌ 无效的语言代码,❌ Invalid language code,,,,,,,,,,,,,,❌ رمز لغة غير صالح,,,,,,,,,,,,,,,,,
onboarding,langUpdateError,❌ 發生錯誤，請稍後再試,❌ 发生错误，请稍后再试,"❌ An error occurred, please try again later",,,,,,,,,,,,,,❌ حدث خطأ، يرجى المحاولة مرة أخرى لاحقاً,,,,,,,,,,,,,,,,,
onboarding,langUpdated,✅ 語言已更新為：{language},✅ 语言已更新为：{language},✅ Language has been updated to: {language},,,,,,,,,,,,,,✅ تم تحديث اللغة إلى: {language},,,,,,,,,,,,,,,,,
onboarding,languageSelected,✅ 語言已設定為 {language},✅ 语言已设定为 {language},✅ Language has been set to: {language},,,,,,,,,,,,,,✅ تم تعيين اللغة إلى {language},,,,,,,,,,,,,,,,,
onboarding,languageSelection,🌍 選擇你的語言 / Select your language:,🌍 选择你的语言 / Select your language:,🌍 Select your language:,,,,,,,,,,,,,,🌍 اختر لغتك / اختر لغتك:,,,,,,,,,,,,,,,,,
onboarding,mbtiComplete,"🎉 測驗完成！

你的 MBTI 類型是：{mbti}

{description}","🎉 测验完成！

你的 MBTI 类型是：{mbti}

{description}","🎉 Quiz completed!

Your MBTI type is: {mbti}

{description}",,,,,,,,,,,,,,"🎉 تم الانتهاء من الاختبار!

نوع MBTI الخاص بك هو: {mbti}

{description}",,,,,,,,,,,,,,,,,
onboarding,nicknameCustom,✍️ 自訂暱稱,✍️ 自订昵称,✍️ Customize your nickname,,,,,,,,,,,,,,✍️ تخصيص الاسم المستعار,,,,,,,,,,,,,,,,,
onboarding,nicknameInputPrompt,✏️ 請輸入你的暱稱：,✏️ 请输入你的昵称：,✏️ Please enter your nickname:,,,,,,,,,,,,,,✏️ يرجى إدخال اسمك المستعار:,,,,,,,,,,,,,,,,,
onboarding,nicknamePromptTitle,✏️ 請選擇你的暱稱：,✏️ 请选择你的昵称：,✏️ Please select your nickname:,,,,,,,,,,,,,,✏️ يرجى اختيار اسمك المستعار:,,,,,,,,,,,,,,,,,
onboarding,nicknameUseTelegram,✅ 使用 Telegram 暱稱：{nickname},✅ 使用 Telegram 昵称：{nickname},✅ Using Telegram nickname: {nickname},,,,,,,,,,,,,,✅ استخدام الاسم المستعار في تلغرام: {nickname},,,,,,,,,,,,,,,,,
onboarding,nicknameWarning1,• 暱稱長度限制 36 個字,• 昵称长度限制 36 个字,• Nickname length limit is 36 characters,,,,,,,,,,,,,,• حد طول الاسم المستعار هو 36 حرفاً,,,,,,,,,,,,,,,,,
onboarding,nicknameWarning2,• 對方最多顯示 18 個字,• 对方最多显示 18 个字,• Maximum displayed characters for others is 18,,,,,,,,,,,,,,• يمكن للطرف الآخر عرض 18 حرفاً كحد أقصى,,,,,,,,,,,,,,,,,
onboarding,nicknameWarning3,• 請勿使用暱稱發送廣告,• 请勿使用昵称发送广告,• Please do not use the nickname for advertising,,,,,,,,,,,,,,• يرجى عدم استخدام الاسم المستعار لإرسال إعلانات,,,,,,,,,,,,,,,,,
onboarding,nicknameWarningTitle,⚠️ 注意：,⚠️ 注意：,⚠️ Note:,,,,,,,,,,,,,,⚠️ ملاحظة:,,,,,,,,,,,,,,,,,
onboarding,profileSummary,"你的個人資料：
• 暱稱：{nickname}
• 性別：{gender}
• 年齡：{age} 歲
• 星座：{zodiac}
• MBTI：{mbti}","你的个人资料：
• 昵称：{nickname}
• 性别：{gender}
• 年龄：{age} 岁
• 星座：{zodiac}
• MBTI：{mbti}","Your profile:
• Nickname: {nickname}
• Gender: {gender}
• Age: {age} years
• Zodiac: {zodiac}
• MBTI: {mbti}",,,,,,,,,,,,,,"ملفك الشخصي:
• الاسم المستعار: {nickname}
• الجنس: {gender}
• العمر: {age} عاماً
• برج: {zodiac}
• MBTI: {mbti}",,,,,,,,,,,,,,,,,
